symbol,season,kind,fact_id,metric,segment,stat,value,period,confidence,flags_or_reason,section,speaker,sentence
WMT,2026Q1,low_confidence_fact,WMT_2027_1-014,operating_income,total,growth,roughly 4% to 8%,q1,low,basis_unspecified; conflict_with_other_value,qa,John Rainey,"And we depicted that, I think, in a measured way on a graph that was roughly 4% to 8% operating income growth."
WMT,2026Q1,medium_confidence_fact,WMT_2027_1-015,revenue,third-party marketplace advertising,growth,50%,q1,medium,segment_lowercase_phrase,qa,Seth Dallaire,And we've seen that actually in our third-party marketplace advertising revenues have increased 50% year-over-year.
WMT,2026Q1,low_confidence_fact,WMT_2027_1-016,operating_income,total,growth,almost 11.5%,q1,low,basis_unspecified; conflict_with_other_value,qa,John Rainey,"So if you take the top end of that guide, you're really talking about an operating income growth on a reported basis of almost 11.5%, which by my estimation, is double digits."
WMT,2026Q1,unclaimed_figure,,,,,$5,,,no_metric_phrase,prepared,John Furner,We recently launched a basket of grilling essentials that feeds 8 people at under $5 per person.
WMT,2026Q1,unclaimed_figure,,,,,100%,,,change_without_metric,prepared,John Furner,"Weekly active users are up over 100% just in the last quarter, and our investments in AI have increased Sparky intelligence and response quality by 40% this year."
WMT,2026Q1,unclaimed_figure,,,,,40%,,,no_metric_phrase,prepared,John Furner,"Weekly active users are up over 100% just in the last quarter, and our investments in AI have increased Sparky intelligence and response quality by 40% this year."
WMT,2026Q1,unclaimed_figure,,,,,35%,,,no_metric_phrase,prepared,John Furner,"As we've mentioned before, customers using Sparky have an average order value that's about 35% higher than non-Sparky customers."
WMT,2026Q1,unclaimed_figure,,,,,50%,,,change_without_metric,prepared,John Furner,And sales on our Marketplace in the U.S. grew almost 50% for the quarter.
WMT,2026Q1,unclaimed_figure,,,,,26%,,,change_without_metric,prepared,John Furner,"Enterprise eCommerce sales grew 26% and within Walmart U.S., delivery grew 45%."
WMT,2026Q1,unclaimed_figure,,,,,45%,,,change_without_metric,prepared,John Furner,"Enterprise eCommerce sales grew 26% and within Walmart U.S., delivery grew 45%."
WMT,2026Q1,unclaimed_figure,,,,,36%,,,no_metric_phrase,prepared,John Furner,More than 36% of all U.S. store-fulfilled deliveries in the quarter were delivered in less than three hours.
WMT,2026Q1,unclaimed_figure,,,,,90%,,,change_without_metric,prepared,John Furner,"At Sam's Club U.S., delivery from club grew more than 90% and sales mix from eCommerce is now at an all-time high."
WMT,2026Q1,unclaimed_figure,,,,,75%,,,no_metric_phrase,prepared,John Furner,And the team in China delivered over 0.5 billion units in Q1 with about 75% of those arriving in under one hour.
WMT,2026Q1,unclaimed_figure,,,,,60%,,,no_metric_phrase,prepared,John Furner,"Approximately half of our eCommerce fulfillment center volume in Walmart U.S. is automated, and more than 60% of our stores are receiving some level of freight from automated distribution centers."
WMT,2026Q1,unclaimed_figure,,,,,30%,,,change_without_metric,prepared,John Furner,"For the quarter, our Advertising business grew more than 30% for each segment, including 36% for Walmart U.S."
WMT,2026Q1,unclaimed_figure,,,,,36%,,,no_metric_phrase,prepared,John Furner,"For the quarter, our Advertising business grew more than 30% for each segment, including 36% for Walmart U.S."
WMT,2026Q1,unclaimed_figure,,,,,6%,,,change_without_metric,prepared,John Rainey,"In the first quarter, we delivered constant currency sales growth of nearly 6%, exceeding the top end of our guidance range by 120 basis points and we continue to gain share across our business."
WMT,2026Q1,unclaimed_figure,,,,,120 basis points,,,no_metric_phrase,prepared,John Rainey,"In the first quarter, we delivered constant currency sales growth of nearly 6%, exceeding the top end of our guidance range by 120 basis points and we continue to gain share across our business."
WMT,2026Q1,unclaimed_figure,,,,,26%,,,no_metric_phrase,prepared,John Rainey,"Strong eCommerce momentum continued with 26% growth, highlighting the advantages of our omnichannel model as customers and members increasingly utilize our fast delivery capabilities from stores and clubs."
WMT,2026Q1,unclaimed_figure,,,,,37%,,,change_without_metric,prepared,John Rainey,"In addition, our Advertising business had one of its best quarters growing 37% globally."
WMT,2026Q1,unclaimed_figure,,,,,$175 million,,,not_tied_to_metric,prepared,John Rainey,We absorbed approximately $175 million or about 250 basis points of operating income growth from higher-than-planned fuel costs in our global distribution and fulfillment operations.
WMT,2026Q1,unclaimed_figure,,,,,36%,,,no_metric_phrase,prepared,John Rainey,"Over 36% of these orders were delivered in under three hours in Q1, an improvement of 800 basis points over the past two years and our under one hour and under 30-minute solutions are growing the fastest."
WMT,2026Q1,unclaimed_figure,,,,,800 basis points,,,no_metric_phrase,prepared,John Rainey,"Over 36% of these orders were delivered in under three hours in Q1, an improvement of 800 basis points over the past two years and our under one hour and under 30-minute solutions are growing the fastest."
WMT,2026Q1,unclaimed_figure,,,,,60%,,,no_metric_phrase,prepared,John Rainey,We can now reach approximately 60% of the U.S. population in 30 minutes or less and customer satisfaction with our delivery offering reached record highs.
WMT,2026Q1,unclaimed_figure,,,,,30%,,,change_without_metric,prepared,John Rainey,"In China, eCommerce grew over 30% as we use our cloud network to make deliveries within minutes."
WMT,2026Q1,unclaimed_figure,,,,,90%,,,change_without_metric,prepared,John Rainey,And Sam's Club U.S. club fulfilled delivery sales grew more than 90% in Q1.
WMT,2026Q1,unclaimed_figure,,,,,150%,,,change_without_metric,prepared,John Rainey,Units shipped same day or next day through WFS grew nearly 150% in Q1.
WMT,2026Q1,unclaimed_figure,,,,,36%,,,change_without_metric,prepared,John Rainey,"Momentum in our advertising business continued in Q1, led by strength in Walmart U.S., which grew 36%."
WMT,2026Q1,unclaimed_figure,,,,,50%,,,no_metric_phrase,prepared,John Rainey,This performance reflected strong engagement with Marketplace sellers who grew their advertising spend by over 50% and saw a corresponding lift in sales.
WMT,2026Q1,unclaimed_figure,,,,,20%,,,change_without_metric,prepared,John Rainey,"We have approximately 7,200 rollbacks across our assortment, which is up more than 20% versus last year."
WMT,2026Q1,unclaimed_figure,,,,,3.5% and 4.5%,,,no_metric_phrase,prepared,John Rainey,We are reiterating our full year guidance of constant currency sales growth between 3.5% and 4.5%.
WMT,2026Q1,unclaimed_figure,,,,,5.7%,,,no_metric_phrase,prepared,John Rainey,"Based on Q1 performance at 5.7% and our Q2 outlook of 4% to 5% growth, we expect full year sales growth to be toward the upper end of that initial range."
WMT,2026Q1,unclaimed_figure,,,,,4% to 5%,,,no_metric_phrase,prepared,John Rainey,"Based on Q1 performance at 5.7% and our Q2 outlook of 4% to 5% growth, we expect full year sales growth to be toward the upper end of that initial range."
WMT,2026Q1,unclaimed_figure,,,,,6% to 8%,,,not_tied_to_metric,prepared,John Rainey,"For Q2 operating income in constant currency, we expect growth of 7% to 10%, and we're reiterating our full year guidance of 6% to 8% growth."
WMT,2026Q1,unclaimed_figure,,,,,90 basis point,,,not_tied_to_metric,prepared,John Rainey,"If current exchange rates were to stay where they are right now, we would expect an approximate 90 basis point benefit to reported sales growth and an approximate 130 basis point benefit to operating income growth for Q2."
WMT,2026Q1,unclaimed_figure,,,,,130 basis point,,,not_tied_to_metric,prepared,John Rainey,"If current exchange rates were to stay where they are right now, we would expect an approximate 90 basis point benefit to reported sales growth and an approximate 130 basis point benefit to operating income growth for Q2."
WMT,2026Q1,unclaimed_figure,,,,,26%,,,change_without_metric,qa,John Furner,"And in particular, eCommerce growth of 26% around the world, Marketplace growth of nearly 50% in Walmart U.S. is a very important driver that allows for things like advertising and membership to continue the momentum that they've had."
WMT,2026Q1,unclaimed_figure,,,,,50%,,,change_without_metric,qa,John Furner,"And in particular, eCommerce growth of 26% around the world, Marketplace growth of nearly 50% in Walmart U.S. is a very important driver that allows for things like advertising and membership to continue the momentum that they've had."
WMT,2026Q1,unclaimed_figure,,,,,12%,,,no_metric_phrase,qa,John Rainey,"U.S. eCommerce incremental margins, in particular, were about 12% in the quarter."
WMT,2026Q1,unclaimed_figure,,,,,60%,,,no_metric_phrase,qa,John Rainey,"As I noted in my prepared remarks, this was a bit of a milestone quarter in so far as 60% of U.S. households, we can now serve within 30 minutes."
WMT,2026Q1,unclaimed_figure,,,,,17.5%,,,no_metric_phrase,qa,John Rainey,"And as we noted in the prepared comments, 17.5% growth in our membership programs is really strong for the quarter."
WMT,2026Q1,unclaimed_figure,,,,,20%,,,no_metric_phrase,qa,John Furner,That was our ninth quarter in the U.S. of growth over 20% and the team continues to innovate and help make the experience go faster for customers.
WMT,2026Q1,unclaimed_figure,,,,,27%,,,no_metric_phrase,qa,Christopher Nicholas,So 27% eCom growth in International is really powerful.
WMT,2026Q1,unclaimed_figure,,,,,30%,,,no_metric_phrase,qa,Christopher Nicholas,"That's a 30% eCommerce penetration, and we saw 30% growth in membership and 30% growth in ads."
WMT,2026Q1,unclaimed_figure,,,,,4%,,,not_tied_to_metric,qa,John Rainey,We talked about a multiyear plan of growing the top line roughly 4% and growing operating income faster than that.
WMT,2026Q1,unclaimed_figure,,,,,75%,,,no_metric_phrase,qa,John Rainey,"Much of this, like if you take beauty as a category, 75% of the growth in beauty came from new brands like La Roche-Posay and others."
WMT,2026Q1,unclaimed_figure,,,,,1%,,,no_metric_phrase,qa,John Rainey,"On inflation, like-for-like inflation was a little more than 1% in the quarter."
WMT,2026Q1,unclaimed_figure,,,,,100 basis points,,,no_metric_phrase,qa,John Rainey,"Egg deflation for us, lastly, contributed probably to about almost 100 basis points of deflation in that like-for-like inflation number, meaning it would have been higher."
WMT,2026Q1,unclaimed_figure,,,,,50%,,,no_metric_phrase,qa,David Guggina,"Sales in fast delivery have grown more than 50% year-over-year in Q1, and that's really supported by customer adoption growth, which is in addition to average order value in this channel going up."
WMT,2026Q1,unclaimed_figure,,,,,40%,,,no_metric_phrase,qa,David Guggina,"We hit our 1 millionth drone delivery in Q1 for the life of that program, with slightly over 40% of those drone deliveries being completed in Q1."
WMT,2026Q1,unclaimed_figure,,,,,150%,,,no_metric_phrase,qa,John Rainey,"I noted in my prepared remarks, and I think it's worth underscoring, we had a 150% increase in same-day next-day units sold."
WMT,2026Q1,unclaimed_figure,,,,,100 basis point,,,not_tied_to_metric,qa,John Rainey,"First, I think the most noteworthy thing is the enactment of maximum fair pricing legislation that was started in January has been about a 100 basis point headwind to our comps."
WMT,2026Q1,unclaimed_figure,,,,,20%,,,no_metric_phrase,qa,David Guggina,"The pharmacy delivery continues resonating with our customers, with roughly 20% of the deliveries getting to our customers' doorsteps in under three hours in our health and wellness business."
WMT,2026Q1,unclaimed_figure,,,,,40 basis points,,,change_without_metric,qa,John Rainey,"Overall, private brand penetration was down about 40 basis points for us in the quarter."
WMT,2026Q1,unclaimed_figure,,,,,100 basis points,,,no_metric_phrase,qa,John Rainey,And the breakdown of that is food was down a little bit more than 100 basis points and GM was up almost 200 basis points.
WMT,2026Q1,unclaimed_figure,,,,,200 basis points,,,change_without_metric,qa,John Rainey,And the breakdown of that is food was down a little bit more than 100 basis points and GM was up almost 200 basis points.
WMT,2026Q1,unclaimed_figure,,,,,100%,,,no_metric_phrase,qa,Latriece Watkins,"Second, across the food business, our members told us that they wanted items that were made without certain ingredients - so in January, we were able to reach the goal of 100% of our Member's Mark food and beverage items having a 'made without' label."
WMT,2026Q1,unclaimed_figure,,,,,7% to 10%,,,no_metric_phrase,qa,John Rainey,We guide 7% to 10%.
WMT,2026Q1,unclaimed_figure,,,,,130 basis points,,,no_metric_phrase,qa,John Rainey,We noted 130 basis points of FX tailwind.
WMT,2026Q1,unclaimed_figure,,,,,12%,,,change_without_metric,qa,John Rainey,"Like in our Sam's business, and Latriece can correct me if I get these numbers slightly wrong, but in the month of May, our gallons are up 12%."
WMT,2026Q1,unclaimed_figure,,,,,5%,,,change_without_metric,qa,John Rainey,"If you look across the industry, they're down 5%."
